140,5,9,0,39,15,14,65010,0842,5501,3
132,8,5,19,14,16,3,85115,0933,6751,4
983,3,0,6,1,15,43,46611,2486,8901,4
062,3,2,4,13,11,30,14214,8436,3213,0
117,3,8,0,15,21,43,81080,8793,2097,5
921,1,3,11,37,20,15,47349,2396,0319,0
557,1,8,7,43,3,5,79626,7580,2337,1
439,7,7,18,9,0,35,06735,8728,8373,1
751,3,4,11,28,18,15,64228,9380,0426,5
881,9,4,10,1,1,32,44148,6022,7689,1
159,7,6,16,0,6,4,06175,2634,8796,0
917,0,0,22,21,10,17,62877,0284,8675,2
589,2,8,0,53,19,15,87382,7292,5075,1
342,1,8,6,56,13,37,89995,5214,8082,0
008,6,2,18,0,20,59,43490,8553,7244,1
912,8,4,6,42,10,3,26765,4334,1567,3
150,6,4,15,15,22,39,50775,1782,7478,2
257,3,0,3,24,3,37,26363,7095,7594,4
121,6,9,4,10,15,23,01812,6729,3907,5
647,0,0,0,13,17,40,01694,1312,0309,6
313,2,0,10,40,16,32,47750,3483,5050,2
915,5,2,22,30,9,39,48878,1144,1492,0
413,7,8,21,20,19,11,83664,2373,3647,1
471,4,2,14,36,21,17,12079,4417,1161,5
060,7,6,1,52,9,56,65997,5131,2367,4
935,6,2,23,35,14,1,70245,7557,0262,3
261,9,1,22,54,14,31,98764,9125,3975,6
070,0,0,19,4,11,46,19633,7976,7955,1
743,2,6,4,40,3,33,26150,2788,2236,0
116,7,1,0,40,10,54,39761,1621,0058,1
161,0,7,5,12,13,43,96660,5726,8379,0
744,7,7,2,27,3,56,41710,9167,4727,0
871,9,4,3,31,17,3,96555,9391,9282,3
860,8,3,23,43,12,1,26595,9267,4794,0
129,2,0,2,36,0,41,50503,7948,4617,5
476,0,4,8,40,7,10,79845,9588,3193,0
676,1,3,11,32,13,3,87789,8481,8667,1
139,8,5,21,30,5,34,54911,2490,8993,3
055,4,6,19,17,13,3,00968,2338,5847,5
064,0,4,1,8,22,55,11077,0647,1388,5
971,4,3,19,46,19,23,17602,3647,7931,5
479,6,5,11,58,16,41,95099,6078,9503,1
992,4,5,16,16,19,5,55328,5188,4058,6
554,2,9,15,34,18,53,62648,6477,3167,2
732,9,4,3,5,5,15,20857,6293,0842,1
988,7,7,18,5,14,47,31416,1334,7664,6
543,6,7,10,23,7,22,72880,7983,4007,6
254,1,1,5,56,2,27,31315,8909,0865,3
146,3,2,22,56,20,12,59726,9290,6777,4
133,2,2,17,17,17,23,49576,3035,7513,2
120,6,6,9,17,18,41,02564,2335,0914,6
818,7,6,6,40,23,56,05057,7201,7678,0
245,6,2,4,53,2,34,51350,7382,8662,5
412,5,8,17,19,16,31,49633,0431,9799,4
170,1,0,1,44,19,0,59318,2988,4504,2
648,5,9,3,14,1,43,77382,9144,2472,3
366,5,0,23,16,14,17,99839,1995,6096,5
492,2,5,7,26,17,32,16031,5392,5318,2
665,1,1,14,18,21,41,06808,7416,6996,3
415,6,3,14,34,14,42,30227,2977,6409,6
683,1,3,5,17,4,17,88328,6236,9724,6
297,0,2,5,12,11,33,54780,6319,6376,2
141,0,9,9,10,17,23,50679,6907,8927,2
611,8,6,12,54,23,24,16847,6710,2837,1
620,5,7,18,35,8,28,22322,5019,3771,3
091,1,5,9,52,8,47,27431,1908,6298,6
765,4,9,18,39,21,28,89528,7366,5948,2
615,2,7,15,35,19,8,84615,3592,8375,3
113,8,4,13,32,20,40,06119,5018,5816,0
684,3,5,5,41,20,55,02244,2954,8701,3
645,3,8,3,41,19,58,59169,8867,5073,4
031,1,0,8,27,19,1,60186,0186,4346,4
816,0,2,22,0,18,53,67333,3497,2745,5
797,0,9,21,43,3,32,71445,6766,1829,2
755,2,2,4,37,22,3,74809,2284,0723,4
849,5,2,12,44,16,3,44205,2523,8752,5
419,5,7,23,58,1,12,88416,4315,5571,0
968,2,9,16,37,0,57,26163,5849,0792,3
075,1,2,20,56,1,20,04854,8796,2337,4
521,1,8,23,33,7,9,34168,9206,7191,0
579,0,8,18,11,17,56,10177,6690,0346,3
953,2,4,4,58,18,21,52251,4729,9262,6
075,5,7,13,33,15,20,44477,8263,7457,2
014,0,6,15,59,22,26,18847,7762,6904,3
696,0,3,22,3,16,44,08226,3567,2609,4
258,6,8,14,8,0,50,80337,3559,3996,3
325,3,3,2,46,14,30,16378,2894,1221,0
636,9,8,4,33,1,6,05119,3889,3337,4
011,5,1,13,6,23,12,26589,1726,5652,3
335,2,8,17,6,20,55,04740,3069,7007,5
201,6,0,21,4,3,7,84667,8385,7780,4
979,9,5,17,49,16,3,90318,0034,6140,1
127,8,2,13,0,12,28,33721,5435,9602,4
005,9,1,12,18,2,42,55629,2066,5605,5
613,6,0,23,40,9,12,36269,3327,7340,2
072,4,4,19,30,19,29,70815,9726,1018,6
669,4,6,2,36,4,26,33241,8131,8812,5
388,8,0,0,12,2,20,22414,9351,9259,1
985,5,2,2,11,11,56,04998,8671,8637,3
467,5,8,1,12,5,23,15315,5197,8198,3
289,5,0,13,21,11,0,16342,0452,1385,4
735,6,4,15,45,8,3,06555,2341,5860,1
497,9,4,4,18,21,22,83314,3303,2202,5
170,0,5,20,43,15,35,71092,9788,6777,4
132,3,9,15,0,20,2,06415,5843,0168,5
761,1,7,13,20,16,22,91667,8948,9957,4
824,8,6,1,3,16,13,40485,1680,9489,6
276,2,3,21,20,22,13,63245,0913,7991,1
803,7,7,21,12,13,38,87111,9470,2375,1
412,1,1,10,19,14,14,61614,9796,1699,5
757,7,5,14,3,21,1,38860,1607,9622,2
169,2,6,18,24,14,1,62703,6246,9128,3
651,9,8,1,50,1,43,90709,1994,9336,3
296,6,0,2,24,0,10,43957,0195,0528,4
123,0,9,3,8,1,39,68743,4205,1884,3
653,9,4,23,14,18,2,27306,5474,5965,6
687,1,6,21,37,1,8,13318,8157,3895,0
612,6,3,15,16,19,53,87265,6542,9290,1
294,3,1,11,53,7,32,75006,3035,5185,2
070,4,0,2,7,20,30,03181,6219,8028,6
052,2,7,4,31,14,47,20818,1358,0478,5
179,7,8,7,58,20,8,55998,1777,0946,2
429,8,5,12,14,19,41,50407,9526,1992,0
398,0,9,3,7,11,49,28318,7764,9739,3
007,1,3,9,12,11,5,73264,1314,4990,1
987,9,6,8,14,21,3,51610,3140,1222,6
083,3,9,0,32,17,3,61385,7332,5253,0
648,8,2,17,28,17,50,67391,8891,1262,1
588,7,3,14,19,13,31,36037,2278,1710,0
934,5,6,13,14,6,10,54555,6201,8627,2
091,8,9,22,10,13,59,38203,1905,5295,2
110,8,3,7,15,8,23,35550,9953,7402,1
322,1,3,6,50,5,23,49256,9448,9190,5
145,4,9,22,47,9,12,35680,3659,5893,2
566,5,8,2,48,19,2,75903,6191,4641,4
880,8,3,7,23,22,45,87108,4568,6426,5
401,2,7,1,22,1,29,39501,7884,3112,2
648,9,0,17,29,9,52,47151,0814,3151,6
886,1,0,10,12,6,1,89794,6998,4027,1
058,4,8,1,58,19,54,28721,8704,3823,0
646,7,2,15,30,18,24,07711,5976,6363,4
824,2,2,21,54,7,22,37082,2735,1036,4
276,1,7,9,2,16,29,95825,9973,3166,6
262,1,7,18,10,11,7,89551,1958,3116,5
967,3,0,4,7,0,16,04334,6651,5220,6
914,4,6,23,21,18,6,60210,2688,9881,1
991,7,0,20,49,2,23,41706,1883,7209,4
768,3,2,21,58,4,2,74002,1685,2215,1
371,8,5,5,27,23,20,22713,7545,9089,6
959,6,9,8,39,15,24,09568,5795,1123,3
112,2,9,19,56,18,44,11744,6748,1250,4
462,8,6,17,12,20,46,67741,6281,3701,1
124,9,7,0,39,17,20,07996,5095,7701,1
485,3,3,6,32,5,15,09546,5429,4326,6
468,7,7,2,58,14,40,84849,0349,3433,3
173,4,2,18,0,13,4,35385,0920,5065,4
187,2,7,19,29,15,12,85456,2520,2080,0
788,0,2,5,15,14,57,92297,1102,1652,2
476,7,0,4,55,19,56,05710,3523,2566,1
148,1,0,0,39,10,40,43474,5012,6022,4
207,4,1,5,45,17,42,55967,5613,2494,6
637,6,6,9,49,3,1,13163,3233,9093,6
606,1,1,18,44,20,38,14555,8005,1098,4
801,4,8,22,8,11,10,81291,7556,1568,0
321,5,9,15,2,15,30,90842,3990,4400,5
884,2,7,2,49,5,0,65117,7877,1944,0
598,4,3,15,2,21,6,44908,8233,0926,4
460,8,6,0,7,12,8,96022,2332,5845,6
850,8,7,0,29,0,58,01200,3188,8638,6
317,5,7,1,38,7,35,35450,7520,6093,0
930,4,6,18,19,2,37,02757,8626,0840,4
498,4,4,9,41,6,23,30265,8143,6170,3
168,2,5,20,22,12,32,67330,5929,9694,1
237,2,8,15,49,6,35,73023,5202,5328,1
032,7,0,5,47,0,5,71284,0439,8731,6
374,0,1,4,42,22,26,05034,8842,0809,2
319,4,5,11,32,9,6,66154,9121,0171,5
816,1,7,21,25,2,52,50902,4641,0099,1
650,8,1,14,23,12,15,61358,8046,2560,1
275,8,1,12,1,6,59,29986,3486,9447,4
093,6,7,12,59,15,37,60046,8283,5401,2
405,4,7,12,47,0,10,10113,7865,2273,2
453,2,7,16,29,22,29,27008,4276,2459,6
898,3,9,3,8,21,21,33485,4645,1565,0
620,3,5,23,10,16,42,04398,6645,8920,4
851,7,5,21,7,11,32,78553,0067,2321,3
144,3,8,2,58,2,43,19860,0166,8136,6
312,6,2,4,46,2,40,12346,2565,0265,6
403,5,9,5,17,11,36,09785,9117,9230,6
922,9,1,2,41,10,56,31417,2361,1563,3
290,2,7,23,39,3,14,46745,6474,3937,6
147,5,8,9,26,1,53,58020,8089,3413,3
927,2,4,3,16,18,43,49006,0462,1156,4
038,2,5,19,0,22,29,98199,1845,4252,3
814,5,3,22,38,9,57,19977,9656,1783,1
661,0,6,13,33,0,34,43218,6814,0622,6
220,4,4,21,34,22,3,24645,2085,0181,5
771,0,0,2,3,5,34,85451,5299,4414,3
091,9,7,5,57,8,6,90827,7972,1126,0
009,3,7,3,16,12,35,10528,3666,3294,4
007,0,5,11,50,10,6,72991,1009,5915,4
342,5,5,16,12,9,59,15272,1138,7605,1
081,9,7,17,8,13,15,52910,2260,4755,2
836,8,4,11,24,7,27,60151,1738,5707,5
704,4,0,12,29,1,30,30296,5496,4339,5
283,3,0,15,55,20,20,59071,4079,0035,5
648,1,4,11,52,12,43,31774,1153,5478,2
736,4,6,6,51,15,31,92135,6233,9501,4
844,2,0,15,24,10,35,81672,8175,5882,4
050,0,9,7,41,8,3,23094,5166,7659,3
570,9,6,2,35,5,46,07897,3854,6131,0
879,7,1,1,40,21,26,09778,8691,5609,3
664,2,7,17,8,13,49,63128,8627,5745,2
150,2,4,11,24,15,15,08422,3580,9683,0
334,1,9,0,38,7,25,22924,8839,9979,5
229,5,8,9,59,7,12,23145,5661,3051,3
277,7,8,9,11,11,48,42211,0885,2229,6
562,1,5,2,17,21,8,07245,0331,9375,6
018,4,7,16,40,20,20,77532,5712,1243,1
412,7,3,22,45,23,40,70119,6805,4669,2
282,1,8,22,40,15,40,07998,7319,6378,6
566,9,7,0,52,11,55,41226,4537,2853,6
923,5,1,1,44,8,27,92063,6635,3391,6
295,6,9,21,21,14,53,96660,3159,2056,4
628,1,9,8,58,15,49,61536,6305,6155,0
467,3,4,5,46,7,49,81966,7158,1129,4
157,0,9,6,16,19,36,12556,9121,8296,6
249,6,2,0,43,23,6,89075,2990,7201,2
471,5,7,23,13,3,29,37953,8006,7051,2
882,8,8,8,35,8,35,90317,3307,5738,1
459,8,3,7,59,2,1,33807,2652,5148,5
131,8,1,12,0,12,22,42624,8135,4960,1
845,1,0,3,1,22,50,80269,8846,9698,3
453,8,6,5,49,4,17,84008,0589,6209,0
357,5,9,12,38,2,40,68342,1420,9628,2
229,0,1,10,45,14,46,64590,8401,0812,0
055,6,5,5,4,13,36,10913,1878,6433,1
333,1,4,5,54,19,20,21825,8590,8482,1
111,3,9,2,30,1,9,84496,1833,7047,0
318,4,3,23,5,18,15,86025,6578,8922,1
538,2,9,3,38,22,49,56223,5844,4222,0
503,8,7,21,45,8,16,29263,5341,7686,3
750,5,9,4,25,6,56,42929,7228,5028,0
175,2,4,6,37,23,5,49754,7582,1113,4
808,5,6,21,54,10,56,60304,2875,9188,1
417,5,6,15,21,22,36,87439,8488,6194,6
940,6,0,12,18,14,15,40858,2040,5949,1
855,3,4,21,46,3,34,06339,2442,9835,1
671,1,6,17,29,23,59,04423,9310,8861,5
567,0,7,12,7,13,22,08257,7227,6085,4
212,0,0,20,21,20,59,38588,6755,9507,4
103,6,6,15,18,8,30,97135,2658,9709,2
584,8,7,19,27,4,43,24002,5647,4795,4
127,2,1,10,1,22,16,28754,0497,8050,4
045,3,4,5,45,6,1,80807,9499,3834,0
327,9,4,18,46,23,16,53745,8196,5803,0
769,4,9,0,40,4,39,88490,5038,4514,3
935,2,0,9,0,17,57,03728,8549,5275,5
522,4,8,14,39,1,5,79484,2390,9618,1
571,7,3,9,35,0,58,90935,9426,1198,0
065,4,1,20,14,13,10,16014,6462,7681,5
058,5,7,1,56,18,18,27222,6939,7860,1
098,7,9,21,50,22,21,40860,4950,0864,5
226,9,5,6,33,21,3,58587,9948,4562,1
921,9,0,18,8,4,28,20837,4194,6653,2
379,4,9,20,53,1,5,39390,4644,6872,1
115,5,0,22,1,12,23,28879,4549,9066,3
764,2,1,6,27,15,53,75798,7639,1734,0
792,8,2,4,2,6,50,46272,6307,8367,4
954,4,3,20,55,21,13,79059,4588,2612,0
669,3,2,16,57,17,16,10664,6150,7718,6
834,1,2,8,57,3,39,87446,7976,9864,1
709,5,0,10,6,20,43,38406,2364,4088,2
000,7,7,6,14,10,15,91716,1771,6626,6
808,7,4,23,57,19,55,43396,4208,7333,5
921,5,8,3,0,0,3,53170,4990,3340,0
363,0,4,0,26,9,50,24936,4139,7653,2
552,0,0,3,6,2,13,51095,5564,7717,2
514,3,8,13,12,12,26,54962,9036,8816,5
573,6,4,12,59,10,41,06663,9286,3332,2
050,5,0,15,22,12,49,91274,4963,0502,6
760,4,6,1,36,10,8,05651,8558,8806,1
518,5,3,13,20,13,18,91701,5363,3006,4
975,0,2,5,34,9,10,66689,0870,6618,6
486,4,7,23,52,21,57,61924,3883,3816,1
043,9,7,21,48,14,31,25062,4160,1276,1
625,2,2,17,25,3,23,15564,7472,4970,3
769,0,3,11,23,8,22,20717,2038,8518,0
884,5,7,2,41,16,7,74621,9421,7967,6
921,2,1,4,34,10,34,74402,1819,6185,5
857,8,7,11,47,17,10,34489,2993,6505,2
420,9,3,2,3,2,40,14969,9835,1011,5
991,8,7,11,40,1,40,63545,4524,9235,6
943,8,3,1,33,21,50,83430,5315,5542,1
825,6,4,13,43,0,57,58199,2590,0941,1
929,7,9,1,33,1,12,09619,9292,2871,2
674,7,4,4,57,15,51,67871,7439,4965,3
783,4,6,2,29,5,48,57831,9414,0930,5
647,0,9,10,52,8,30,09947,7660,4592,1
606,0,4,15,37,17,59,07963,4779,4760,3
331,3,7,8,7,6,2,23144,2116,9863,4
453,6,7,6,28,1,15,28335,1436,3548,3
034,7,1,11,56,22,26,12986,7840,0757,1
452,7,3,1,21,6,30,24054,0820,5818,0
946,9,8,15,24,8,13,77486,5045,8844,0
776,8,3,15,12,10,36,48459,2550,9387,0
208,3,2,22,53,20,11,87257,7292,9595,5
574,8,8,0,51,4,52,33027,3757,9726,5
792,1,0,13,48,23,5,62451,8290,7631,3
720,2,1,4,37,18,38,76688,0070,3144,4
461,3,1,19,6,14,14,06590,1048,7631,6
701,2,2,14,23,13,50,18708,1833,6773,4
540,1,0,14,8,7,12,84459,8958,5661,2
698,7,7,13,40,4,25,74714,1327,9517,4
610,6,6,12,36,5,40,37891,7616,7262,5
224,2,2,21,47,9,32,57559,6163,8922,1
778,5,9,0,47,10,28,58945,1049,9313,1
990,6,5,23,19,8,36,83377,8112,3403,4
301,7,3,17,47,14,59,06449,3087,9299,6
448,0,6,12,58,1,12,76950,5096,7435,5
564,1,5,14,30,7,50,85216,3407,9168,5
265,8,9,9,18,6,57,07346,6347,9258,1
522,3,3,16,42,17,50,50995,8967,5810,2
085,0,5,22,5,20,30,41191,6801,9871,4
442,3,8,21,46,20,45,66724,7926,3875,2
470,0,4,15,6,11,58,41000,3166,4216,3
253,3,0,11,20,13,17,70074,8875,2997,6
361,0,7,23,12,20,25,73352,3611,7767,6
836,3,0,4,4,8,28,58488,9190,6479,3
589,2,3,17,1,11,37,98759,4858,9263,6
635,6,8,2,7,23,57,54578,2830,1040,5
700,2,8,10,4,17,0,00373,7510,7136,4
467,1,9,18,19,4,39,11124,4724,4265,0
820,3,0,11,44,2,13,46014,7793,5186,1
855,4,1,10,33,19,41,44433,7891,5181,1
138,9,8,15,48,10,57,87445,0505,6611,0
010,8,8,10,7,21,19,64175,3566,5994,1
097,5,6,21,14,10,35,51687,2384,1541,5
719,0,2,15,3,11,43,89168,5696,5984,2
349,9,5,23,56,0,3,51506,3606,9401,4
335,0,3,19,18,17,41,71443,0914,5464,2
166,4,6,19,2,3,1,33097,1894,4381,4
282,0,0,21,40,16,9,00267,1984,2963,2
366,4,1,6,33,18,14,39474,9069,7778,0
166,2,5,10,53,3,57,11438,8667,4633,2
695,9,9,22,13,16,22,37451,9419,0654,5
521,0,6,15,31,12,15,94644,6267,2232,5
619,6,7,23,0,9,51,27717,6591,8437,3
422,9,0,21,15,21,21,74144,3589,3642,4
157,6,4,11,27,19,16,56318,1298,5684,5
148,3,9,20,58,17,7,30979,8337,3769,2
738,2,5,17,27,3,50,99633,5609,8682,3
489,1,2,3,54,23,24,97030,6907,3533,5
552,3,0,7,52,6,4,04641,2220,9133,4
143,3,0,20,1,20,26,59278,0289,0893,6
925,5,4,19,36,15,37,28701,7417,0535,5
123,4,6,18,8,10,25,73573,8557,1348,6
888,4,5,23,44,3,7,48918,8009,2402,0
296,2,2,12,18,16,28,03515,2376,4935,5
354,7,5,21,45,22,38,44489,6210,2376,4
309,3,6,16,41,11,8,13998,7881,9764,6
157,9,8,3,47,2,21,00380,4107,4946,2
764,0,6,10,50,2,1,05496,0010,4133,5
583,0,0,13,59,5,22,19468,0036,3927,1
055,9,6,22,33,3,59,84356,4754,5371,6
603,8,0,17,20,11,2,62140,0942,2599,5
121,4,1,13,17,17,0,26969,1273,7197,1
365,5,9,4,27,6,19,63560,9981,6837,0
681,8,0,5,24,21,57,59152,5112,6274,4
963,1,3,9,25,4,27,50570,6520,8033,4
006,9,4,16,43,16,13,18252,2622,6751,4
356,9,0,18,49,0,46,36865,0908,0224,4
652,4,0,12,56,5,6,74638,0371,3984,3
805,9,0,2,0,0,1,83598,0947,5547,1
046,2,0,11,24,5,54,21160,2399,5228,3
